namespace,cbb_items
AT#parmCntnt,파라메터 내용.
AT#parmExplntnCntnt,파라미터설명
AT#parmId,PAR아이디
AT#parmKorExplntnCntnt,파라미터터한글설명
AT#parmNm,파라미터명
AT#parmUsageCntnt,파라미터용도내용
AT#parmVal,파라미터값
AT#parntAtrbtLen,부모속성길이
AT#parntAtrbtNm,부모속성명
AT#parntAtrbtOvrrdYn,부모속성무시여부
AT#parntAtrbtVal,
AT#parntCatalogId,부모 카탈로그 식별자
AT#parntClassNm,부모클래스명
AT#parntDscd,부모구분코드
AT#parntParntDscd,조부모코드
AT#path,경로
AT#paybackQnty,회수수량
AT#payerAcctOpnBnkBrnchCd,납부자계좌개설은행지점코드
AT#payerAcctOpnBnkCd,납부자계좌개설은행코드
AT#payerAcctOpnShopCd,납부자계좌개설점코드
AT#payerAddr,납부자주소
AT#payerBizNbr,납부자사업자등록번호
AT#payerCmpsCntnt,납부자구성체계내용
AT#payerCnfrmInfoCntnt,납부자확인정보
AT#payerCnfrmNbr,납부자확인번호
AT#payerDigitCnt,납부자번호자릿수
AT#payerDsNm,납부자구분명
AT#payerFullNm,납부자성명
AT#payerIdNbr,납부자주민등록번호
AT#payerNbr,납부자번호
AT#payerNm,납부자명칭
AT#payerPhoneNbr,납부자전화번호
AT#payerRoleTpCd,payer역할유형
AT#payerStndngOrderFeeAmt,납부자자동이체수수료
AT#payerUnqIdNbr,납부자주민(사업자)등록번호
AT#pbcCmsNbr,집금CMS번호
AT#pckgBizUsageCd,패키지의 업무용도 코드
AT#pckgNm,패키지명
AT#pckgPdCd,패키지상품코드
AT#pckgPdMndtryYn,패키지상품필수여부
AT#pckgPdYn,패키지상품여부
AT#pckgSrvcUsageCd,패키지서비스용도코드
AT#pdAdtnlInfoCd,상품부가정보코드
AT#pdAdtnlInfoDscd,상품부가정보구분
AT#pdAdtnlInfoStsDscd,상품부가정보상태구분
AT#pdBizCtgryRelCd,상품업종관계코드
AT#pdBrnchRelCd,상품지점관계코드
AT#pdBtwnRelCd,상품간관계코드
AT#pdBtwnRelTpDscd,상품간관계유형구분
AT#pdCd,상품코드
AT#pdClCd,상품분류코드
AT#pdClCndYn,상품분류조건여부
AT#pdClDscd,상품분류구분
AT#pdClDtlCd,상품분류상세코드
AT#pdClDtlDscd,상품분류상세구분
AT#pdClHrarcyCd,상품분류체계코드
AT#pdClHrarcyCntnt,상품분류체계내용
AT#pdClHrarcyNm,상품분류체계명
AT#pdClHrarcyTpCd,상품분류계층유형
AT#pdClHrarcyUsageDscd,상품분류체계용도구분
AT#pdClNm,상품분류명
AT#pdClStrctrDscd,상품분류체계구분
AT#pdClTpCd,상품분류유형
AT#pdClTpHrarcyCd,상품분류체계유형코드
AT#pdCmpxCndTierNbr,상품복합조건계층번호
AT#pdCncptCntnt,상품 컨셉 내용
AT#pdCndCd,상품조건
AT#pdCndGrpRelStsDscd,상품/조건그룹관계상태구분
AT#pdCndStsCd,상품조건상태코드
AT#pdCndVal,상품조건값
AT#pdCndValAsRdblFormCntnt,상품조건값 가독성형식
AT#pdCndValCntnt,상품조건값내용
AT#pdCndValJsonCntnt,상품조건값제이슨내용
AT#pdCndYn,상품조건여부
AT#pdCnt,상품개수
AT#pdCustRelCd,상품고객관계코드
AT#pdDeptRelCd,상품부서관계코드
AT#pdDocDscd,상품문서구분코드
AT#pdDtlsTpLvlNbr,상품세부유형레벨번호
AT#pdDtlsTpNm,상품세부유형명
AT#pdEmplRelCd,상품직원관계코드
AT#pdFeeDscntInfoJson,상품수수료할인정보JSON
AT#pdGoalCntnt,상품목표내용
AT#pdGrpCd,상품군코드
AT#pdGrpNm,상품그룹명
AT#pdGrpPdRelTpDscd,상품그룹상품관계유형구분
AT#pdGrpStsDscd,상품그룹상태구분
AT#pdGrpUsageDscd,상품그룹용도구분
AT#pdInfoCntnt,상품정보내용
AT#pdInfoCntntDscd,상품정보내용구분
AT#pdInfoDscd,상품정보구분
AT#pdInfoStsDscd,상품정보상태구분
AT#pdIntRtStrctrClCd,상품금리구조분류코드
AT#pdListCd,상품목록코드
AT#pdMrchntRelCd,상품가맹점관계코드
AT#pdNm,상품명
AT#pdNmStsDscd,상품명상태구분
AT#pdNmTpCd,상품명유형
AT#pdNmTpDscd,상품명유형구분
AT#pdObjKeyCd,상품오브젝트키코드
AT#pdObjNm,상품오브젝트명
AT#pdObjRelStsDscd,상품오브젝트관계상태구분
AT#pdObjRelTpDscd,상품오브젝트관계유형구분
AT#pdRelStsCd,상품관계상태코드
AT#pdRelTpDscd,상품관계유형구분코드
AT#pdStdCntnt,제품규격내용
AT#pdStsCd,상품상태코드
AT#pdStsDscd,상품상태구분
AT#pdTmpltCd,상품템플릿코드
AT#pdTmpltNm,상품(템플릿)명
AT#pdTmpltStsCd,상품템플릿상태코드
AT#pdTmpltStsDscd,상품템플릿상태구분
AT#pdTpCd,상품유형코드
AT#pdTpCdNm,상품유형코드명
AT#pdTpDscd,상품유형구분
AT#pdTpNm,상품유형명
AT#pdUsedAmt,상품소진액
AT#pensionIncomeAmt,
AT#perTpCd,종별코드
AT#periodicTrnsfrPdCd,정기이체상품코드
AT#personFeeAmt,당사자수수료금액
AT#personNetRcpntAmt,당사자순수취금액
AT#pg,page
AT#pgCnt,페이지건수
AT#pgHandlerCntnt,페이지 조정기
AT#pgNbr,페이지번호
AT#pgStartNbr,페이지시작번호
AT#pgTotCnt,총페이지
AT#phoneAcctNbr,휴대폰계좌번호
AT#phoneBillAmt,휴대폰결제금액
AT#phoneBillYn,휴대폰결제여부
AT#phoneNbr,
AT#phsclMediaYn,물리매체여부
AT#phsclTblNm,물리테이블명
AT#piamtNm,원리금명
AT#pinPswd,pin비밀번호
AT#pinValidDataCntnt,pin유효데이터내용
AT#pkSeq,PK순서
AT#pkVal,pk키값
AT#pldngDtAssignAplctnYn,변론기일지정신청여부
AT#pledgeCnfrmtnDt,질권확정일자
AT#pledgeSettingAmt,질권설정금액
AT#pledgeSettingDt,질권설정일자
AT#pledgeSettingYn,질권설정여부
AT#pledgeeCustId,질권자고객식별자
AT#plnDt,계획일자
AT#plnExctnDt,계획실행년월일
AT#plnExctnHms,계획실행시분초
AT#plnExctnInfoCntnt,계획실행정보내용
AT#plnHms,계획시간
AT#plnSeqNbr,계획일련번호
AT#plrlYn,복수여부
AT#pltclCorpnCntnt,정치적기업내용
AT#pltclCorpnDscd,정치적기업구분
AT#pltclCorpnYn,정치적기업여부
AT#pltclPersonCntnt,정치적인물내용
AT#pltclPersonDscd,정치적인물구분
AT#pltclPersonYn,정치적인물여부
AT#pltnmCardGradeCd,플래디넘카드등급
AT#pntCd,포인트코드
AT#pntInstlmntAmt,포인트적립금액
AT#pntNbr,포인트번호
AT#pntTrmntnRsnCd,포인트해지사유코드
AT#pntUseSalePrcsCd,포인트사용매출처리코드
AT#policeMsgMgmtNbr,경찰청전문관리번호
AT#policeMsgSndTmstmp,경찰청전문전송시간
AT#policeNetworkLnkngYn,경찰망연결여부
AT#policeSndDt,경찰청전송년월일
AT#policeSndHms,경찰청전송시각
AT#popupCntnt,팝업
AT#popupCreateYn,이전상세주소내용
AT#popupScrnYn,팝업화면여부
AT#popupSlctnListAtrbtCntnt,팝업 선택 목록 속성 내용
AT#portNbr,포트번호
AT#postCallRuleId,후호출규칙식별자
AT#postSeq,포스트순서
AT#postSrvcNm,포스트서비스명
AT#postSrvcTpCd,포스트서비스유형코드
AT#postVarDescCntnt,포스트변수설명
AT#postVarNm,포스트변수명
AT#postVarTpCd,포스트변수유형코드
AT#ppsamId,Ppsam식별자
AT#prcdPrcsId,선행프로세스식별자
AT#prcdSeqNbr,선행일련번호
AT#prcdTrmCrctnAmt,전기보정금액
AT#prcdrCntnt,절차내용
AT#prchsCorpNm,구매기업명
AT#prchsDtlsLnPdCd,구매내역대출상품코드
AT#prchsDtlsPdCd,구매내역상품코드
AT#prchsFrgnCrncyChkPdCd,외화수표매입상품코드
AT#prchsLnLmtAgrmntPdCd,구매대출한도약정상품코드
AT#prchsRtrnDscd,환입환출구분코드
AT#prchsRtrnYn,환입환출여부
AT#prcsAblBrnchRgstrnYn,처리가능부점등록여부
AT#prcsAblInstCd,처리가능기관코드
AT#prcsAplyHms,프로세스적용시분초
AT#prcsBrnchCd,처리부점코드
AT#prcsBrnchNm,처리부점명
AT#prcsCd,처리코드
AT#prcsClassNm,처리클래스명
AT#prcsCnt,처리건수
AT#prcsDescCntnt,프로세스설명
AT#prcsDscd,처리구분코드
AT#prcsDt,조회기준년일자
AT#prcsDvisnKndCd,처리부서종류코드
AT#prcsEndDtm,처리종료일시
AT#prcsId,프로세스식별자
AT#prcsMthdNm,처리메소드명
AT#prcsNm,프로세스명
AT#prcsQnty,처리수량
AT#prcsRsltCd,처리결과코드
AT#prcsRspnsCd,처리응답코드
AT#prcsSeq,처리순서
AT#prcsSkpCnt,Process Skip건수
AT#prcsStsCd,진행상태코드
AT#prcsTmCnfrmCd,처리시점확인코드
AT#prcsTmstmp,처리일시
AT#prcsUserNbr,처리사용자번호
AT#prcsYn,처리여부
AT#prcsngAmt,처리금액
AT#prcsngBaseDt,처리기준일자
AT#prcsngCnt,처리건수
AT#prcsngDsVal,처리구분값
AT#prcsngDt,처리일자
AT#prcsngEndTmstmp,처리종료일시
AT#prcsngFileNm,처리파일명
AT#prcsngHms,처리시간
AT#prcsngInstMsgCd,처리기관전문코드
AT#prcsngPotDscd,처리시점구분코드
AT#prcsngRsltCntnt,처리결과내용
AT#prcsngRsltDsbldCd,처리결과 불능코드
AT#prcsngRsltDscd,처리결과구분
AT#prcsngRsltRsltCd,처리결과 결과코드
AT#prcsngRt,처리율
AT#prcsngSeqNbr,처리일련번호
AT#prcsngStaffId,처리스태프식별자
AT#prcsngStsCd,처리상태코드
AT#prcsngYn,처리여부
AT#prdAmt,납기금액
AT#prdCalcnEndKndCd,기간산출종료일종류코드
AT#prdCalcnStartKndCd,기간산출시작일종류코드
AT#prdDlnDt,기한일
AT#prdDscd,납기내후구분코드
AT#prdDscdNm,납기내후구분코드명
AT#prdDt,납기일자
AT#prdPostAmt,
AT#prePostAcqstnDscd,선후취구분
AT#prePostAcqstnDscdNm,선후취구분코드명
AT#premiumAmt,권리금
AT#premiumYn,권리금여부
AT#pretaxIntAmt,세전이자
AT#prfAmt,선순위금액
AT#prfClaimAmt,선순위채권금액
AT#prfClaimBaseDt,선순위채권기준일자
AT#prfClaimDscd,선순위채권구분코드
AT#prfClaimSeqNbr,선순위채권일련번호
AT#prfCndCmpxStrctrId,우대조건복합구조식별자
AT#prfCndSeqNbr,우대조건일련번호
AT#prfCndTpDscd,우대조건유형구분
AT#prfExRt,우대환율
AT#prfExRtDscd,환율우대구분
AT#prfIntCndYn,우대금리조건여부
AT#prfIntRtAplyTmCd,우대금리적용시점코드
AT#prfIntRtAplyTmCdNm,우대금리적용시점코드명
AT#prfIntRtAplyTmDscd,우대금리적용시점구분
AT#prfIntRtAprvlDt,우대금리승인일자
AT#prfIntRtCmptnBaseDt,우대금리산출기준일자
AT#prflDscd,프로파일구분코드
AT#prfrdPstnMinAmt,권장포지션최소금액
AT#prfrncCntctPntYn,선호연락처여부
AT#prftAmt,이익금액
AT#prgrsRt,진행율
AT#prgrsStsCd,진행상태
AT#prgrsStsDscd,진행상태구분
AT#priceBaseDt,시세기준일자
AT#priceCrtrCd,시세기준구분코드
AT#priceInvstgtnDt,시세조사일자
AT#priceInvstgtnInstNm,시세조사처명
AT#priceInvstgtnInstPhoneNbr,시세조사처전화번호
AT#priceInvstgtnMthdCd,시세조사방법코드
AT#priceInvstgtnRspblPersonNm,시세조사처담당자명
AT#prity,우선순위
AT#prityCd,우선순위코드
AT#prjctDscd,프로젝트 구분
AT#prlExctnCnt,병렬실행건수
AT#prlPrcsSeq,병렬처리일련번호
AT#prlPrcsngCnt,병렬처리개수
AT#prlPrcsngSeqNbr,병렬처리일련번호
AT#prmryBitmapCntnt,주비트맵내용
AT#prmryCrtfctKndCd,중요증서종류코드
AT#prmryCrtfctNm,중요증서명
AT#prmryCrtfctTxDscd,중요증서거래구분
AT#prmryItmCntnt,주요항목내용
AT#prmryNatYn,주요국여부
AT#prmryTrmCnt,어음기간
AT#prmryUseCrncyCd,주요사용통화코드
AT#prmsryMtrtyDt,어음만기일자
AT#prmsryNteAmt,약속어음금액
AT#prmsryRckngDt,어음기산일자
AT#prmsryTrmCnt,어음기간일수
AT#prncpl,원금
AT#prncplAcctNbr,피보증인계좌번호
AT#prncplAmtAdtnDt,원가일자
AT#prncplContrastRpymntRt,원금대비회수율
AT#prncplCyclUnitCd,원금주기단위코드
AT#prncplCyclVal,원금주기값
AT#prncplDvdndAmt,원금배당금
AT#prncplFeeDscd,원금수수료구분코드
AT#prncplIntRefDscd,원금이자참조구분코드
AT#prncplIntRpymntAllwncAcctCnt,원리금상환허용계좌수
AT#prncplOvrduIntAmt,원금연체이자금액
AT#prncplOvrduStartDt,원금연체시작일자
AT#prncplPrcsngDscd,원금처리구분코드
AT#prncplRdctnAmt,원금감면금액
AT#prncplRpymntCyclListCntnt,원금상환주기리스트내용
AT#prncplRpymntCyclVal,원금상환주기
AT#prncplRpymntSchdldDt,원금상환예정일자
AT#prncplRpymntWayCd,원금상환방법
AT#prncplRpymntWayNm,원금상환방법명
AT#prncplSocialScrtyNbr,피보증인신분증번호
AT#prncplSocialScrtyNbrDscd,피보증인신분증번호구분코드
AT#prncplTrmUnitCdVal,원금기간단위코드값
AT#prntDt,출력일자
AT#prntHms,출력시분초
AT#prntKndCd,장표종류 
AT#prntMthdDscd,인자방법구분코드
AT#prntWayDscd,인자방법구분코드
AT#prntWayTpCd,인자방식유형
AT#profitOcrSupplAtrbtDscd,손익발생추가속성구분코드
AT#profitRt,수익률
AT#proxyCostRefundInstCd,대행비용반환기관코드
AT#proxyCostRefundYnCd,대행비용반환여부코드
AT#proxyPrcsDlyCnt,대행처리지연응답건수
AT#proxyPrcsIncmpltCnt,대행처리미완료건수
AT#proxyPrcsNoRspnsCnt,대행처리무응답건수
AT#proxyPrcsObstclCnt,대행처리개설장애건수
AT#proxyPrcsOpnIncmpltCnt,대행처리개설미완료건수
AT#proxyPrcsOpnObstclCnt,대행처리개설장애선수
AT#proxyPrcsTotCnt,대행처리소계건수
AT#prprtnFldCntnt,예비필드정보
AT#prprtnInfoCntnt,예비정보내용
AT#prprtyChkCyclVal,속성체크주기
AT#prprtyRightRstrctnDscd,권리제한유형
AT#prprtySurveyFinDt,재산조사완료일자
AT#prprtySurveyId,재산조사식별자
AT#prprtySurveyRsnCd,재산조사사유코드
AT#prprtySurveyStsCd,재산조사상태코드
AT#prpymntDayCnt,선납일수
AT#prpymntNbrOfDaysAplyYn,선납일수적용여부
AT#prpymntRtrnYn,선납환출여부
AT#prpymntUseAvlblYn,선납사용가능여부
AT#prpymntsRdctnAmt,가지급금감면금액
AT#prscrptnAbandonDt,시효포기일자
AT#prscrptnAbandonRsnCd,시효포기사유코드
AT#prscrptnDscd,시효구분
AT#prscrptnExpctdDt,시효예정일자
AT#prscrptnRckngDt,시효기산일자
AT#prscrptnSeqNbr,시효일련번호
AT#prscrptnSuspendDt,시효중단일자
AT#prscrptnSuspendRsnCd,시효중단사유코드
AT#prsnlCorpnDscd,개인법인구분코드
AT#prsnlCrdtrtgGradeCd,개인신용평가등급코드
AT#prsnlCustId,개인고객식별자
AT#prsntnAvlblBnkBic,제시가능은행BIC
AT#prsntnAvlblBnkKndDscd,제시가능은행종류구분코드
AT#prsntnAvlblBnkNm,제시가능은행명
AT#prsntnAvlblMthdCd,제시가능방법코드
AT#prsntnBnkNm,제시은행명
AT#prsntnDocCntnt,제시서류내용
AT#prspctvRtrnRt,예상 수익률
AT#prtcptnBnkCnt,참가은행수
AT#prtcptnBnkCntnt,참가은행정보
AT#prtcptnInstCd,참가기관코드
AT#prtlBidAcceptYn,부분낙찰수용여부
AT#prtlRcptYn,부분수납여부
AT#prtlRpymntAfRpymntDscd,일부상환후상환구분
AT#prtlRpymntAmtRndUnitVal,분할상환금단수처리단위값
AT#prtlShpmntPrmsnYn,분할선적허용여부
AT#prtlTrmntnAmt,분할해지금액
AT#prtlTrnsfrAmt,일부대체금액
AT#prtlWhdrwlAmt,부분출금금액
AT#prtlWhdrwlCnt,부분출금건수
AT#prtlWhdrwlDt,부분출금일자
AT#prtlWhdrwlYn,부분출금여부
AT#prtltDfltScrnId,포틀렛초기화면식별자
AT#prtnrArrPdCd,파트너계약상품코드
AT#prtnrDeptNm,파트너부서명
AT#prtnrDtlTpCd,파트너상세유형
AT#prtnrId,파트너식별자
AT#prtnrNbr,파트너번호
AT#prtnrStaffRelStsCd,파트너스태프관계상태코드
AT#prtnrStsCd,파트너상태코드
AT#prtnrStsChngRsnCd,파트너상태변경사유코드
AT#prtnrStsChngRsnCntnt,파트너상태변경사유코드
AT#prtnrStsSeqNbr,파트너유형일련번호
AT#prtnrTpCd,파트너유형
AT#prtnrXtnAtrbtStsCd,파트너확장속성상태코드
AT#prtnrdRelSeqNbr,파트너부서관계일련번호
AT#prtnrdRelStsCd,파트너부서관계상태코드
AT#prtnrdRelStsChngRsnCd,파트너부서관계상태변경사유코드
AT#prtnrdRelStsChngRsnCntnt,파트너부서관계상태변경사유내용
AT#prtnrdRelStsRsnCd,파트너부서관계상태변경사유코드
AT#prtnrdRelTpCd,파트너부서관계유형코드
AT#prtnrsRelStsRsnCd,파트너스태프관계상태변경사유코드
AT#prtnrsRelStsRsnCntnt,파트너스태프관계상태변경사유내용
AT#prvsArrStsCd,이전계약상태코드
AT#prvsCmprsnLvl,이전비교레벨
AT#prvsCmprsnOprtrCd,이전비교연산자코드
AT#prvsCrdtChkAsmId,신용점검식별자
AT#prvsCrdtChkCntnt,사전신용점검
AT#prvsCrdtChkItmCd,사전신용점검항목코드
AT#prvsCrdtChkRsltCd,신용점검결과
AT#prvsGuid,이전GUID
AT#prvsLoinTmstmp,이전로그인일시
AT#prvsStepNm,이전스텝명
AT#prvsnCndCd,제공조건코드
AT#prvsnCndExistYn,제공조건존재여부
AT#prvsnCndSeqNbr,제공조건일련번호
AT#prvsnCndStsCd,제공조건상태코드
AT#prvsnCndTpCd,제공조건유형구분코드
AT#prvsnlStlmntDt,가결산일자
AT#prvsnlStlmntTrgtYn,간이결산대상여부
AT#prvsnlStlmntYn,가결산여부
AT#psbkBal,통장잔액
AT#psbkBaseRowCnt,통장기준행수
AT#psbkBaseSideCnt,통장기준면수
AT#psbkBkgCntnt,통장기장내용
AT#psbkBkgColumnCnt,통장기장열
AT#psbkBkgDscd,통장기장구분
AT#psbkBkgEditAtrbtJson,통장기장편집속성JSON
AT#psbkBkgEditAtrbtNm,통장기장편집속성명
AT#psbkBkgEditAtrbtVal,통장기장편집속성값
AT#psbkBkgEditAtrbtValJson,통장기장편집속성값JSON
AT#psbkBkgEditClassNm,통장기장편집클래스명
AT#psbkBkgPrity,통장기장순서
AT#psbkBkgRowCnt,통장기장행
AT#psbkBkgSeq,통장기장순서
AT#psbkBkgSeqNbr,통장기장일련번호
AT#psbkBkgSideCnt,통장기장면
AT#psbkBkgYnClassNm,통장기장여부클래스명
AT#psbkCmpresnEndDt,통장압축종료년월일
AT#psbkCmpresnMthdDscd,통장압축방법구분코드
AT#psbkCmpresnStartDt,통장압축시작년월일
AT#psbkCmpresnWayDscd,통장압축방법구분코드
AT#psbkCntnt,통장기재내용
AT#psbkCntntCd,통장기재사항코드
AT#psbkCrtfctIssueDt,통장증서발행일자
AT#psbkCrtfctIssueTxSeqNbr,통장증서발행거래일련번호
AT#psbkCrtfctKndDscd,통장증서종류구분코드
AT#psbkCrtfctReissueDscd,통장증서재발행구분
AT#psbkCrtfctReissueRsnCd,통장증서재발행사유코드
AT#psbkCrtfctUnqNbr,통장증서고유번호
AT#psbkCryngTrgtYn,통장이월대상여부
AT#psbkDsgnDscd,통장디자인구분
AT#psbkDsplyCntnt,통장표시내용
AT#psbkEndRowNbr,통장종료줄번호
AT#psbkEventStsCd,통장이벤트상태코드
AT#psbkId,통장식별자
AT#psbkInqryDscd,통장조회구분
AT#psbkIpctNbr,통장중요증서번호
AT#psbkIssueNth,통장발급회차
AT#psbkIssueYn,통장발급유무
AT#psbkLastRowYn,통장최종줄여부
AT#psbkMemoCntnt,통장메모내용
AT#psbkMsgCntnt,통장메시지내용
AT#psbkMsgDtlTpCd,통장메시지상세유형코드
AT#psbkMsgEditClassNm,통장메시지편집클래스명
AT#psbkMsgId,통장메시지식별자
AT#psbkMsgNm,통장메시지명
AT#psbkMsgRelStsCd,통장메시지관계상태코드
AT#psbkMsgSeqNbr,통장메시지일련번호
AT#psbkMsgStsCd,통장메시지상태코드
AT#psbkMsgTmpltId,통장메시지템플릿식별자
AT#psbkMsgTmpltNm,통장메시지템플릿명
AT#psbkMsgTpCd,통장메시지유형코드
AT#psbkOutpChkYn,통장출력검증여부
AT#psbkOutpTrgtYn,통장출력대상여부
AT#psbkOutpYn,통장출력여부
AT#psbkPrflAtrbtNm,통장프로파일속성명
AT#psbkPrflCntnt,통장프로파일내용
AT#psbkPrflDescCntnt,통장프로파일설명
AT#psbkPrflNm,통장프로파일명
AT#psbkPrntAbrvtnNm,통장인자약어명
AT#psbkPrntCntnt,통장인자문구내용
AT#psbkPrntCustNm,통장인자고객명
AT#psbkPrntNm,통장인자명
AT#psbkPrntTpCd,통장인자문구유형코드
AT#psbkPrntTxtCd,통장인자문구코드
AT#psbkSrvcTpCd,통장서비스유형코드
AT#psbkTxMediaDscd,통장거래매체구분
AT#psbkTxYn,통장거래여부
AT#psbkYn,통장유무
AT#psbkYnDscd,유통무통구분
AT#pstnAcctMgmtYn,지점간정산계좌관리여부
AT#pstnAcctPrcsngYn,포지션계좌처리여부
AT#pstnBrnchCd,포지션부점코드
AT#pstnBuyExAmt,포지션매입환산금액
AT#pstnBuyExRt,포지션매입환율
AT#pstnCntrprtDeptId,포지션상대부서식별자
AT#pstnCupldAcctNbr,포지션연동계좌번호
AT#pstnCupldAcctPswd,포지션연동계좌비밀번호
AT#pstnDscd,포지션구분
AT#pstnExAmt,포지션환산금액
AT#pstnExRt,포지션환율
AT#pstnMgmtPdCd,지점간자금결제상품코드
AT#pstnNbr,위치번호
AT#pstnOcrSeqNbr,포지션발생일련번호
AT#pstnPrcsngDscd,포지션처리구분코드
AT#pstnSellExAmt,포지션매도환산금액
AT#pstnSellExRt,포지션매도환율
AT#pstnTpCd,직위유형
AT#pstnTrgtAmt,포지션대상금액
AT#pstnTrnsfrDscd,포지션대체구분코드
AT#psvtyCupldBizAfPrcsYn,피연동업무후처리여부
AT#psvtyCupldBizBfPrcsYn,피연동업무선처리여부
AT#psvtyCupldSysAfPrcsYn,피연동시스템후처리여부
AT#psvtyCupldSysBfPrcsYn,피연동시스템선처리여부
AT#pswd,비밀번호
AT#pswdChkRsltTpCd,비밀번호확인결과유형코드
AT#pswdChngPrcsDscd,비밀번호변경처리구분
AT#pswdChngRsnCd,비밀번호변경사유코드
AT#pswdDsCntnt,비밀번호구분내용
AT#pswdDsNbr,비밀번호구분번호
AT#pswdEncrptnWayCd,비밀번호암호화방식코드
AT#pswdErrAllwncCnt,비밀번호에러허용횟수
AT#pswdErrCnt,비밀번호오휴횟수
AT#pswdErrCntExcsYn,비밀번호오류횟수초과여부
AT#pswdLockExprtnDtm,비밀번호잠금만료시간
AT#pswdLockTmCd,비밀번호잠금시간코드
AT#pswdLockTmTrmCnt,비밀번호잠금시간기간수
AT#pswdMgmtYn,비밀번호관리여부
AT#pswdSrchCntnt,비밀번호검색내용
AT#pswdTrgtIdDscd,비밀번호대상구분
AT#pswdVldtnClassNm,비밀번호검증클래스명
AT#pswdVldtnExmptnRsnCd,비밀번호검증면제사유코드
AT#pswdVldtnTpDscd,비밀번호검증유형구분코드
AT#pswdVldtnYn,비밀번호검증여부
AT#ptdtNm,파트너부서명
AT#ptdtRelSeqNbr,파트너부서관계일련번호
AT#ptdtRelStsCd,파트너부서관계상태코드
AT#ptdtRelStsChngRsnCd,파트너부서관계상태변경사유코드
AT#ptdtRelStsChngRsnCntnt,파트너부서관계상태변경사유내용
AT#ptdtRelTpCd,파트너부서관계유형코드
AT#publicAncmntDscd,공시구분
AT#publicAncmntYn,공시송달여부
AT#publicCmpnyYn,공기업여부
AT#publicRecordAreaVal,공부면적
AT#publicRecordLandClCd,공부지목코드
AT#pureDebtLmtInqryInfoCntnt,순채무한도조회정보내용
AT#pureStlmntAmt,순수결제금액
AT#pureStlmntAmtSignCntnt,순수결제금액부호내용
AT#pushDscd,발송구분코드
AT#pushMsgCntnt,푸시 메시지 내용
AT#pushMsgNm,푸시 메시지명
AT#pymntAblAmt,지급가능액
AT#pymntAcctBrnchCd,지급계좌점코드
AT#pymntAcctCrncyCd,지급계좌통화코드
AT#pymntAcctNbr,대금결제계좌번호
AT#pymntAmt,납부금액
AT#pymntAmtAmdmntPrhbtnYn,납부금액수정허용유무
AT#pymntAmtMdfctnYn,납부금액수정여부
AT#pymntArrCnclAblYn,지불계약취소가능여부
AT#pymntBfAfDscd,납부전후구분코드
AT#pymntBnkAcctNbr,지급은행계좌
AT#pymntBnkBic,지급은행BIC
AT#pymntBnkCd,결제은행코드
AT#pymntBnkDscd,결제은행구분코드
AT#pymntBnkNm,지급은행명
AT#pymntCnt,대금결제건수
AT#pymntDay,결제일
AT#pymntDlnDt,납부기한일
AT#pymntDrctnDscd,결제지시구분
AT#pymntDscd,결제구분코드
AT#pymntDt,납부일자
AT#pymntDtlCntnt,지급상세내용
AT#pymntFnclInstCd,결제금융기관
AT#pymntFnclInstIdNm,test
AT#pymntFormCd,납부형태코드
AT#pymntFormDscd,납부형태구분코드
AT#pymntFundsTpCd,결제자금유형코드
AT#pymntHms,납부시분초
AT#pymntHopeDt,납부희망일자
AT#pymntInstlmntIntAdtnAmt,분납이자 가산금
AT#pymntInstlmntIntAmt,분납이자금액
AT#pymntLmtResidualAmt,이체한도잔여금액
AT#pymntLmtRt,이체한도소진율
AT#pymntMediaDscd,납부매체구분코드
AT#pymntMnth,납입월
AT#pymntMonthlyNth,납부월회차
AT#pymntMonthlyNthNbr,납부월회차번호
AT#pymntMthdCd,대금결제방법코드
AT#pymntNbr,납부번호
AT#pymntOblgtrIdNbr,납부의무자주민등록번호
AT#pymntOblgtrNm,납부의무자성명
AT#pymntOfcNm,지급처명
AT#pymntOrderTrgtYn,지급명령대상여부
AT#pymntPrcsngDt,납부처리일
AT#pymntPrhbtnRsnCd,지급금지사유코드
AT#pymntPrity,납부우선순위
AT#pymntProxyPrmsnYn,대리납부허용유무
AT#pymntQrtrCntnt,납부분기내용
AT#pymntRsltInqryHstCntnt,납부결과조회내역
AT#pymntRsrvtnDt,납부(예약)일자
AT#pymntSeq,납부순번
AT#pymntSpnsnAmt,지급정지금액
AT#pymntSpnsnRsnCd,지급정지사유코드
AT#pymntStgeDtlNbr,결제단계상세번호
AT#pymntTax,납부세목
AT#pymntTaxNm,납부세목명
AT#pymntTmstmp,납부일시
AT#pymntTotAmt,결제총금액
AT#pymntTotCnt,납부총건수
AT#pymntTrgtCrncyCd,지급대상통화코드
AT#pymntTrgtPrncpl,결제대상원금
AT#pymntTrgtTotCnt,결제대상총건수
AT#pymntTrgtTxAmt,지급대상거래금액
AT#pymntUseSysDscd,납부이용시스템구분코드
AT#pymntWayCd,결제방법코드
AT#pymntWayDscd,납입방법구분
AT#pymntYn,납부여부
AT#pymntYr,납입년도
AT#qickTrnsfrPymntInfoJson,퀵송금결제정보제이슨
AT#qickTrnsfrRqstInfoJson,퀵송금요청정보제이슨
AT#qickTrnsfrSndInfoJson,퀵송금발신정보제이슨 
AT#qnty,수량
AT#qntyAreaVal,수량면적
AT#qryCrtrDsNm,조회기준구분코드명
