namespace,cbb_items
ABRVTN#frozen,冻结
ABRVTN#frqnt,频率
ABRVTN#fss,金監院
ABRVTN#fuel,燃料
ABRVTN#funds,资金
ABRVTN#fvrt,收藏
ABRVTN#gen,
ABRVTN#gl,总账
ABRVTN#global,综合
ABRVTN#gmt,
ABRVTN#gnrl,一般
ABRVTN#goal,目标
ABRVTN#goods,物品
ABRVTN#grade,等级
ABRVTN#grc,宽限
ABRVTN#greater,更大的
ABRVTN#gregorian,公历
ABRVTN#grnt,保证
ABRVTN#grntr,
ABRVTN#grnwch,
ABRVTN#gu,区
ABRVTN#guest,访客
ABRVTN#handler,处理器
ABRVTN#hangul,韩语字母表
ABRVTN#hdqrtrs,总部
ABRVTN#hdr,抬头
ABRVTN#helpdesk,帮助桌面
ABRVTN#hhmm,时间
ABRVTN#higher,高
ABRVTN#hired,入职
ABRVTN#hldy,
ABRVTN#hlf,
ABRVTN#hlfwy,折中
ABRVTN#hmpg,
ABRVTN#hndwrtng,
ABRVTN#holding,保留
ABRVTN#hotspot,
ABRVTN#house,住宅
ABRVTN#hrarcy,等级
ABRVTN#hsh,散列
ABRVTN#hst,
ABRVTN#html,HTML
ABRVTN#id,用户名
ABRVTN#idntfd,
ABRVTN#idntfy,用户名
ABRVTN#if,如果
ABRVTN#ignore,忽略
ABRVTN#imdcy,即时性
ABRVTN#imdtly,立即
ABRVTN#img,图像
ABRVTN#import,导入
ABRVTN#imprtr,
ABRVTN#impstn,
ABRVTN#imptnt,
ABRVTN#incdntl,
ABRVTN#incmptnt,不符合条件
ABRVTN#income,收入
ABRVTN#indrct,
ABRVTN#info,信息
ABRVTN#initial,发起
ABRVTN#inquire,
ABRVTN#inside,
ABRVTN#inst,
ABRVTN#install,
ABRVTN#instnc,距离
ABRVTN#int,利息
ABRVTN#integer,整数
ABRVTN#inter,相互
ABRVTN#intgrtd,
ABRVTN#intgrtn,集成
ABRVTN#intgrty,完整性
ABRVTN#intrbnk,银行同业间
ABRVTN#intrmdry,中间
ABRVTN#intrnl,内部
ABRVTN#intrnt,网络
ABRVTN#introfc,
ABRVTN#invest,投资
ABRVTN#invoice,
ABRVTN#invsbl,无形
ABRVTN#invstgtn,调查
ABRVTN#invstmnt,投资
ABRVTN#invstr,投资者
ABRVTN#inward,向内
ABRVTN#io,输入输出
ABRVTN#ip,Internet协议
ABRVTN#is,是
ABRVTN#issue,发行
ABRVTN#jndi,JNDI
ABRVTN#job,作业
ABRVTN#joint,共同
ABRVTN#julian,儒略日期
ABRVTN#kftc,
ABRVTN#korean,韩语
ABRVTN#lading,
ABRVTN#latest,最新
ABRVTN#lblty,负债
ABRVTN#lbr,
ABRVTN#lbrtry,研究室
ABRVTN#lc,
ABRVTN#leader,领导
ABRVTN#leading,前导
ABRVTN#leaf,页
ABRVTN#lease,
ABRVTN#leave,委托
ABRVTN#legal,合法
ABRVTN#lender,投资者
ABRVTN#lending,投资
ABRVTN#less,减少
ABRVTN#letter,字母
ABRVTN#lg,
ABRVTN#lgcl,逻辑
ABRVTN#link,链接
ABRVTN#linked,
ABRVTN#listing,上市
ABRVTN#liter,
ABRVTN#live,生活
ABRVTN#living,居住
ABRVTN#lmpsmpymnt,
ABRVTN#lmt,限额
ABRVTN#ln,贷款
ABRVTN#lnkng,链接
ABRVTN#local,当地
ABRVTN#lock,固定
ABRVTN#loin,
ABRVTN#lon,
ABRVTN#long,长期
ABRVTN#loss,损失
ABRVTN#lost,
ABRVTN#lowest,最低的
ABRVTN#lqdt,
ABRVTN#lqdtn,清算
ABRVTN#luna,月
ABRVTN#lwrcs,小写
ABRVTN#machine,
ABRVTN#magnet,
ABRVTN#mail,
ABRVTN#man,
ABRVTN#map,映射
ABRVTN#mapper,字体映射程序
ABRVTN#mapping,
ABRVTN#mark,标记
ABRVTN#market,市场
ABRVTN#mask,掩码
ABRVTN#massage,
ABRVTN#match,匹配
ABRVTN#max,最大
ABRVTN#mbrshp,从属关系
ABRVTN#mck,模拟
ABRVTN#mdfctn,修改
ABRVTN#mean,
ABRVTN#means,
ABRVTN#media,媒介、渠道
ABRVTN#medm,
ABRVTN#member,成员
ABRVTN#memory,存储
ABRVTN#menu,目录
ABRVTN#meta,元
ABRVTN#mgmt,管理
ABRVTN#micro,
ABRVTN#mistake,
ABRVTN#mktg,市场
ABRVTN#mltply,乘
ABRVTN#mnfctr,制造
ABRVTN#mntnc,维持
ABRVTN#mnut,
ABRVTN#mobile,移动端
ABRVTN#mode,模型
ABRVTN#modifier,
ABRVTN#module,
ABRVTN#monthly,每月
ABRVTN#move,变动
ABRVTN#mrtg,房屋抵押贷款
ABRVTN#msng,缺少
ABRVTN#msngr,
ABRVTN#mthd,方法
ABRVTN#mvbls,动产
ABRVTN#nbrg,取号
ABRVTN#net,净
ABRVTN#network,网络
ABRVTN#new,新建
ABRVTN#nice,
ABRVTN#nine,九
ABRVTN#nmrtr,
ABRVTN#no,不
ABRVTN#node,节点
ABRVTN#non,非
ABRVTN#none,无
ABRVTN#nothing,没有
ABRVTN#notice,通知
ABRVTN#nrsdnc,不在居所居住
ABRVTN#nrsdnt,非居住者
ABRVTN#numeric,数值型
ABRVTN#nxt,下一步
ABRVTN#obj,对象
ABRVTN#objctvty,客观性
ABRVTN#ocptn,职业
ABRVTN#ocr,出现
ABRVTN#of,
ABRVTN#offer,
ABRVTN#old,
ABRVTN#omm,
ABRVTN#one,一
ABRVTN#online,线上
ABRVTN#only,只有
ABRVTN#opnt,
ABRVTN#oprtnl,运作方法名
ABRVTN#oprtr,
ABRVTN#option,可选
ABRVTN#or,或
ABRVTN#orgnztn,组织
ABRVTN#othr,其他
ABRVTN#otstndng,
ABRVTN#our,我行
ABRVTN#out,
ABRVTN#outside,
ABRVTN#outward,外面
ABRVTN#over,超过
ABRVTN#ovrdrft,
ABRVTN#ovrdu,逾期
ABRVTN#ovrflw,溢值
ABRVTN#ovrrd,取代
ABRVTN#ovrs,
ABRVTN#own,拥有
ABRVTN#ownrshp,所有
ABRVTN#paper,纸
ABRVTN#parm,
ABRVTN#party,当事人
ABRVTN#path,路径
ABRVTN#payer,付款人
ABRVTN#pchk,
ABRVTN#person,人员
ABRVTN#pg,页码
ABRVTN#phone,电话
ABRVTN#photo,照片
ABRVTN#pln,计划
ABRVTN#plnf,原告
ABRVTN#plrl,复数
ABRVTN#pltcl,
ABRVTN#pltnm,
ABRVTN#post,邮件
ABRVTN#prchs,购买
ABRVTN#prcs,进程
ABRVTN#prcsng,处理
ABRVTN#prcsngplyhms,
ABRVTN#prcsr,责任人
ABRVTN#prd,期间
ABRVTN#prepaid,先给
ABRVTN#prf,优惠
ABRVTN#prfrd,建议
ABRVTN#prfx,
ABRVTN#prgrs,进程
ABRVTN#price,价格
ABRVTN#pricing,测算
ABRVTN#prity,优先级
ABRVTN#prjct,项目
ABRVTN#prl,并列
ABRVTN#prmtd,允许的
ABRVTN#prncpl,本金
ABRVTN#prnt,打印
ABRVTN#profit,利润
ABRVTN#program,程序
ABRVTN#prpsty,性向
ABRVTN#prsnl,个人
ABRVTN#prsnt,当前
ABRVTN#prsntn,
ABRVTN#prsrvtn,保存
ABRVTN#prtl,部分
ABRVTN#prtnr,伙伴
ABRVTN#prvs,之前的
ABRVTN#psbl,可能的
ABRVTN#psn,所有（权）
ABRVTN#psng,经过
ABRVTN#pss,
ABRVTN#psvty,
ABRVTN#ptntl,潜在的
ABRVTN#ptrn,
ABRVTN#public,公用的
ABRVTN#purpose,目的
ABRVTN#purse,
ABRVTN#push,push
ABRVTN#pyabl,可支付的
ABRVTN#pymnt,付款
ABRVTN#qnty,数量
ABRVTN#qrtr,季度
ABRVTN#qry,询问
ABRVTN#qstn,问题
ABRVTN#qstnr,问卷
ABRVTN#queue,列
ABRVTN#random,
ABRVTN#rating,等级
ABRVTN#rbld,rebuild
ABRVTN#rckng,账单
ABRVTN#rcmnd,建议
ABRVTN#rcmndtn,推荐
ABRVTN#rcv,接收
ABRVTN#rcvb,
ABRVTN#rcvry,
ABRVTN#rdbl,可读
ABRVTN#rdjst,重新判断
ABRVTN#rdjstmnt,重新调整
ABRVTN#re,重新
ABRVTN#read,读
ABRVTN#realize,实现
ABRVTN#reasgnd,重新分配
ABRVTN#recover,追偿
ABRVTN#red,红色
ABRVTN#ref,参考
ABRVTN#reg,
ABRVTN#region,地区
ABRVTN#regt,注册
ABRVTN#regular,正常
ABRVTN#rel,关系
ABRVTN#relay,
ABRVTN#renm,重命名
ABRVTN#reply,回复
ABRVTN#report,报告
ABRVTN#rept,重复
ABRVTN#residual,剩余
ABRVTN#resnd,重发
ABRVTN#resrc,
ABRVTN#restart,重新开始
ABRVTN#retail,零售
ABRVTN#retry,再尝试
ABRVTN#rflctn,反映
ABRVTN#right,权利
ABRVTN#rjct,拒绝
ABRVTN#rlbck,回滚
ABRVTN#rltd,相关
ABRVTN#rmbr,记忆
ABRVTN#rmbrs,
ABRVTN#rmbrsmnt,
ABRVTN#rmk,备注
ABRVTN#rmn,剩余
ABRVTN#rmndr,余数
ABRVTN#rmtnc,汇款
ABRVTN#rmtng,托收
ABRVTN#rmtr,
ABRVTN#rnd,四舍五入
ABRVTN#row,排
ABRVTN#rplc,替换
ABRVTN#rprcsng,再处理
ABRVTN#rprsn,关系人
ABRVTN#rprsntv,代表
ABRVTN#rpymnt,还款
ABRVTN#rqer,请求方
ABRVTN#rqr,需要
ABRVTN#rqrd,必要
ABRVTN#rqst,请求
ABRVTN#rqstng,请求
ABRVTN#rsdntl,居住的
ABRVTN#rslt,结果
ABRVTN#rsn,原因
ABRVTN#rspbl,重大的
ABRVTN#rspns,响应
ABRVTN#rspnsblty,
ABRVTN#rsrvtn,预留
ABRVTN#rstrctn,限制
ABRVTN#rt,利率
ABRVTN#rtrctn,
ABRVTN#rtrmnt,退休
ABRVTN#rtrn,退回
ABRVTN#runnable,可获取的
ABRVTN#rvctn,废弃
ABRVTN#rvlvng,循环
ABRVTN#rvrs,撤销
ABRVTN#rvsn,更正
ABRVTN#safe,保险箱
ABRVTN#sales,
ABRVTN#salesRcvDt,
ABRVTN#same,相同的
ABRVTN#sample,例子
ABRVTN#save,保存
ABRVTN#sbst,子集
ABRVTN#schdl,时间
ABRVTN#schldtl,执行權原
ABRVTN#schm,图解
ABRVTN#school,学校
ABRVTN#scndry,从属的
ABRVTN#score,分数
ABRVTN#scrng,
ABRVTN#scrty,保密
ABRVTN#scsfl,成功的
ABRVTN#scsn,
ABRVTN#secure,
ABRVTN#self,本人
ABRVTN#seoul,
ABRVTN#series,序列
ABRVTN#set,设定
ABRVTN#setting,设置
ABRVTN#seven,七
ABRVTN#sfcnt,充足的
ABRVTN#sgntr,
ABRVTN#sgst,
ABRVTN#sgstn,
ABRVTN#shares,股份
ABRVTN#sheet,片
ABRVTN#shop,店铺
ABRVTN#shpmnt,
ABRVTN#shrn,
ABRVTN#sibling,兄弟
ABRVTN#side,一边
ABRVTN#sign,
ABRVTN#simple,简单的
ABRVTN#six,六
ABRVTN#size,大小
ABRVTN#skp,省略
ABRVTN#slctd,挑选的
ABRVTN#small,少
ABRVTN#smart,智能
ABRVTN#smry,汇总
ABRVTN#smtn,总和
ABRVTN#snd,发送
ABRVTN#sndr,发件人
ABRVTN#snpsht,截图
ABRVTN#social,社会的
ABRVTN#socket,socket程序
ABRVTN#solar,光
ABRVTN#space,空白
ABRVTN#spare,多余
ABRVTN#spcfc,特殊的
ABRVTN#special,特别的
ABRVTN#splng,拼写
ABRVTN#spns,临时
ABRVTN#spnsn,中止
ABRVTN#spouse,配偶
ABRVTN#sprfcs,表面
ABRVTN#sprtng,支持
ABRVTN#sql,SQL
ABRVTN#src,来源
ABRVTN#srfc,
ABRVTN#srvr,服务器
ABRVTN#start,开始
ABRVTN#stbl,相配的
ABRVTN#stblty,稳定性
ABRVTN#step,阶段
ABRVTN#stndng,固定的
ABRVTN#stndrdztn,
ABRVTN#stock,股票
ABRVTN#stop,停止
ABRVTN#storage,
ABRVTN#store,
ABRVTN#strdy,星期六
ABRVTN#stream,流
ABRVTN#string,字符串
ABRVTN#stripe,
ABRVTN#strtg,戰略
ABRVTN#sts,状态
ABRVTN#stsfctn,偿还
ABRVTN#style,
ABRVTN#stylesheet,样式单
ABRVTN#sub,替代
ABRVTN#sucss,成功
ABRVTN#sue,提訴
ABRVTN#sum,合计
ABRVTN#super,优秀的
ABRVTN#survey,调查
ABRVTN#suspend,中断
ABRVTN#sync,同步的
ABRVTN#synchrnzr,
ABRVTN#sys,系统
ABRVTN#tailored,特制的
ABRVTN#tax,税
ABRVTN#taxtn,税金
ABRVTN#tdy,当日
ABRVTN#telecomcarr,通信业者
ABRVTN#ten,十
ABRVTN#terms,条款
ABRVTN#test,테스트1
ABRVTN#than,比
ABRVTN#the,这
ABRVTN#theft,
ABRVTN#third,三
ABRVTN#this,这个
ABRVTN#thrdprty,
ABRVTN#three,三
ABRVTN#tim,
ABRVTN#timeout,超时
ABRVTN#timer,计时器
ABRVTN#tlcmnctns,
ABRVTN#tlr,柜员
ABRVTN#tm,时间
ABRVTN#tmplt,模板
ABRVTN#tnt,
ABRVTN#to,
ABRVTN#tp,类型
ABRVTN#track,
ABRVTN#trade,买卖
ABRVTN#tral,審級
ABRVTN#trgr,触发器
ABRVTN#trgt,
ABRVTN#trm,期间
ABRVTN#trmnt,终止
ABRVTN#trnsfr,转账
ABRVTN#trnsfrbl,
ABRVTN#trnsfrm,转换
ABRVTN#trnslt,翻译
ABRVTN#trnsprt,
ABRVTN#trshpmt,
ABRVTN#trtmnt,处置
ABRVTN#trust,
ABRVTN#trvlr,
ABRVTN#tst,
ABRVTN#twenty,二十
ABRVTN#tx,
ABRVTN#txal,事物性的
ABRVTN#txpyr,纳税人
ABRVTN#txt,
ABRVTN#txtbk,
ABRVTN#unchrgd,未记账
ABRVTN#undjstd,未校准
ABRVTN#undr,少于,不足
ABRVTN#unequal,不等的
ABRVTN#unfctn,
ABRVTN#unionpay,银联
ABRVTN#unlstd,非上市
ABRVTN#unmask,
ABRVTN#unpd,未支付
ABRVTN#unrdmd,未兑现的
ABRVTN#unrnd,先受
ABRVTN#unrpd,未收取
ABRVTN#unused,未使用
ABRVTN#updt,修改
ABRVTN#upgrade,升级
ABRVTN#upload,上传
ABRVTN#uprcs,大写字母
ABRVTN#us,
ABRVTN#usable,可使用的
ABRVTN#usance,
ABRVTN#usd,
ABRVTN#used,使用的
ABRVTN#usedAmt,
ABRVTN#using,使用
ABRVTN#usrdfnd,自定义
ABRVTN#utility,
ABRVTN#valid,有效的
ABRVTN#var,变量
ABRVTN#version,版本
ABRVTN#visit,访问
ABRVTN#vldty,合法性
ABRVTN#vlntr,
ABRVTN#vltn,违反
ABRVTN#vrfctn,验证
ABRVTN#vrtl,真实性
ABRVTN#vrtn,变化
ABRVTN#vsbl,可视化
ABRVTN#vw,视图
ABRVTN#waiting,等候
ABRVTN#walkout,违反
ABRVTN#weekend,周末
ABRVTN#whdrwl,取款
ABRVTN#white,空白
ABRVTN#with,和
ABRVTN#without,没有～
ABRVTN#work,工作
ABRVTN#wrd,
ABRVTN#write,写
ABRVTN#xml,表格
ABRVTN#years,年数
ABRVTN#yes,是
ABRVTN#yn,是否
ABRVTN#zero,零
ABRVTN#zip,
AT_CONTENT#scrnNm,页面名称
BATCH_JOB#ClassTestJob,类测试作业
CDVAL#000A013001,首尔
CDVAL#000A013006,釜山
CDVAL#00111970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#00111970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#00111970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#001A013001,首尔
CDVAL#001A013002,仁川
CDVAL#001A013003,大田
CDVAL#001A013004,大邱
CDVAL#001A013005,蔚山
CDVAL#001A013006,釜山
CDVAL#001A013007,光州
CDVAL#001A013011,京畿
CDVAL#001A013012,江原
CDVAL#001A013013,忠北
CDVAL#001A013014,忠南
CDVAL#001A013015,全北
CDVAL#001A013016,全南
CDVAL#001A013017,庆北
CDVAL#001A013018,庆南
CDVAL#001A013019,济州
CDVAL#10000N,否
CDVAL#10000Y,是
CDVAL#10001AN,字母及数字
CDVAL#10001JS,JSON
CDVAL#10001NU,数字化的
CDVAL#10001PW,密码
CDVAL#10001TD,八位日期文本
CDVAL#10001TM,时间戳
CDVAL#10001TN,文本号
CDVAL#10001TX,文本
CDVAL#10001YN,是否
CDVAL#10002C,代码实例检验
CDVAL#10002E,长度检验
CDVAL#10002L,列表类型检验
CDVAL#10002R,范围类型检验
CDVAL#10002T,分类层次检验
CDVAL#10005en,英语
CDVAL#10005ko,韩语
CDVAL#10005zh,中文
CDVAL#1000601,管理员交易
CDVAL#1000602,客户交易
CDVAL#10111970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#10111970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#10111970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#10211970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#10211970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#10211970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#10311970CREDIT_INFO_USE,本人同意贵行按照《I.个人征信查询同意书》查询、收集、使用并提供本人的个人信用信息。
CDVAL#10311970LOAN_TRAN_USE,本人同意贵行按照《II.个人必要信用信息收集使用提供同意书（授信金融交易）》收集使用项目的“必要信息”并提供本人的个人信用信息。
CDVAL#10311970UNIQUE_ID_USE,本人同意贵行以上述目的收集、使用并提供本人的关键识别信息（身份证号、护照号码、外国人登记证号）。
CDVAL#103A013001,首尔
CDVAL#103A013002,仁川
CDVAL#103A013003,大田
CDVAL#103A013004,大邱
CDVAL#103A013005,蔚山
CDVAL#103A013006,釜山
CDVAL#103A013007,光州
CDVAL#103A013011,京畿
CDVAL#103A013012,江原
CDVAL#103A013013,忠北
CDVAL#103A013014,忠南
CDVAL#103A013015,全北
CDVAL#103A013016,全南
CDVAL#103A013017,庆北
CDVAL#103A013018,庆南
CDVAL#103A013019,济州
CDVAL#1100101,客户
CDVAL#1100102,员工(分部)
CDVAL#1100103,员工(客户组)
CDVAL#1100104,系统
CDVAL#1100105,外围系统接口
CDVAL#1100106,员工(总部)
CDVAL#1100107,
CDVAL#113011,表
CDVAL#113012,表（新交易）
CDVAL#113013,序列
CDVAL#11302E,报错
CDVAL#11302R,循环
CDVAL#1130301,分行
CDVAL#1130302,日期
CDVAL#1130400,不设置
CDVAL#1130401,天
CDVAL#1130402,月
CDVAL#1130403,年
CDVAL#1130501,分行控制中心
CDVAL#1130502,终端单元
CDVAL#11306N,限制
CDVAL#11306P,允许
CDVAL#113071,工作日
CDVAL#113072,假日
CDVAL#1130801,产品单元
CDVAL#1130802,渠道单元
CDVAL#1130803,服务单元
CDVAL#11309arrTxrRtrctnSrvcTpCd,合同交易限制服务类型代码
CDVAL#11309clsgAfTxAblYn,结账后可否交易
CDVAL#11309financeTxYn,资金交易与否
CDVAL#11309hldyTxAblYn,假日交易与否
CDVAL#11309txAblEndHms,交易结束时间
CDVAL#11309txAblStartHms,交易开始时间
CDVAL#1131001,基本的
CDVAL#1131002,格式
CDVAL#1131003,目录
CDVAL#1131004,系统
CDVAL#1131005,安全
CDVAL#1131006,产品代码
CDVAL#1131007,模板代码
CDVAL#1131008,会话时间
CDVAL#1131009,登录密码
CDVAL#1131010,交易密码
CDVAL#1131011,安全问卷
CDVAL#1131012,短信认证
CDVAL#1131013,其他安全
CDVAL#1131014,
CDVAL#1131020,机构基地
CDVAL#1131021,区域和语言
CDVAL#1131022,商业信息
CDVAL#1131030,客户群
CDVAL#1131040,结算基地
CDVAL#1131050,安排和常见
CDVAL#1131060,系统
CDVAL#1131070,部门基地
CDVAL#1140101,服务类
CDVAL#1140102,业务对象
CDVAL#1140103,数据传输对象
CDVAL#1140105,原始业务对象
CDVAL#1140111,输入确认
CDVAL#1140112,特殊编号
CDVAL#116011,星期天
CDVAL#116012,星期一
CDVAL#116013,星期二
CDVAL#116014,星期三
CDVAL#116015,星期四
CDVAL#116016,星期五
CDVAL#116017,星期六
CDVAL#11602ACB,账户基本组件
CDVAL#11602ACBat,会计批处理
CDVAL#11602ACS,账户服务
CDVAL#11602ARB,合约基本组件
CDVAL#11602ARS,合约服务
CDVAL#11602ASB,资产基本组件
CDVAL#11602ATB,参与者基本组件
CDVAL#11602BFBat,受益批次
CDVAL#11602BFS,优惠服务
CDVAL#11602BPS,业务伙伴服务
CDVAL#11602CAB,配置门户管理基地
CDVAL#11602CAS,设置门户管理服务
CDVAL#11602CIB,信用信息基本
CDVAL#11602CLB,担保批处理
CDVAL#11602CLS,担保服务
CDVAL#11602CMB,公共应用基本组件
CDVAL#11602CMBat,共同批处理
CDVAL#11602CMS,公共服务
CDVAL#11602CPS,配置入口服务
CDVAL#11602CRBat,信用报告批
CDVAL#11602CRS,信用报告服务
CDVAL#11602CUBat,客户批次
CDVAL#11602CUS,客户服务
CDVAL#11602DCB,文件基本组件
CDVAL#11602DPBat,存款批处理
CDVAL#11602DPS,存款服务
CDVAL#11602DTBat,部门批
CDVAL#11602DTS,部门服务
CDVAL#11602EDS,Training Service
CDVAL#11602FXS,外汇服务
CDVAL#11602IAS,内部账户服务
CDVAL#11602LCB,
CDVAL#11602LCBat,
CDVAL#11602LCS,
CDVAL#11602LNBat,授信批处理
CDVAL#11602LNS,贷款服务
CDVAL#11602MTS,监控控制服务
CDVAL#11602NPS,非银行支付服务
CDVAL#11602PDB,产品基本组件
CDVAL#11602PDS,产品服务
CDVAL#11602PPBat,P2P批处理
CDVAL#11602PPS,P2P服务
CDVAL#11602PYB,付款基地
CDVAL#11602PYBat,付款批处理
CDVAL#11602PYS,支付服务
CDVAL#11602SCBat,供应链金融批处理
CDVAL#11602SCS,供应链金融服务
CDVAL#11602SFBat,员工批次
CDVAL#11602SFS,人员服务
CDVAL#11602SMB,系统公共基本组件
CDVAL#11602SRB,总结基础
CDVAL#11602STB,结算基本组件
CDVAL#11602SVB,服务管理基本组件
CDVAL#11602UES,审查服务
CDVAL#11602UPS,用户入口服务
CDVAL#11602WAS,财富管理代理服务
CDVAL#11602WFB,工作流基本组件
CDVAL#11602XPB,外部代理基地
CDVAL#11602XPBat,永恒的代理批次
CDVAL#11602XPS,外部代理服务
CDVAL#11603ACB,帐户基础
CDVAL#11603ACS,会计服务
CDVAL#11603ARB,合约基层
CDVAL#11603ARS,合约服务
CDVAL#11603BFS,优惠服务
CDVAL#11603BPS,业务伙伴服务
CDVAL#11603CAS,配置门户服务
CDVAL#11603CLS,担保服务
CDVAL#11603CMS,共同服务
CDVAL#11603CPS,配置门户服务
CDVAL#11603CRS,信用报告服务
CDVAL#11603CUS,客户服务
CDVAL#11603DPBat,存款批次
CDVAL#11603DPS,存款服务
CDVAL#11603DTS,部门服务
CDVAL#11603FXS,外汇服务
CDVAL#11603IAS,内部客户服务
CDVAL#11603LCS,
CDVAL#11603LNS,授信服务
CDVAL#11603MTS,监控服务
CDVAL#11603NPS,非银行转账服务
CDVAL#11603PDS,产品服务
CDVAL#11603PPS,P2P服务
CDVAL#11603PYS,支付服务
CDVAL#11603SCS,供应链金融服务
CDVAL#11603SFS,员工服务
CDVAL#11603UES,检查服务
CDVAL#11603UPS,使用者门户服务
CDVAL#11603WAS,资产服务
CDVAL#11603XPS,外部链接服务
CDVAL#1190101,即将执行的任务
CDVAL#1190102,完成的任务
CDVAL#1190201,未部署
CDVAL#1190202,已部署
CDVAL#1190203,已挂起
CDVAL#1190301,处理中
CDVAL#1190302,已完成
CDVAL#1190303,已归档
CDVAL#1190401,实行人员
CDVAL#1190402,备选实行人员
CDVAL#1190403,备选实行人员组
CDVAL#1190501,审批流程
CDVAL#1190502,普通业务流程
CDVAL#1190503,通知程序
CDVAL#1190601,批准
CDVAL#1190602,拒绝
CDVAL#1190603,提交
CDVAL#1190701,基本
CDVAL#1190702,组合
CDVAL#1190703,单选按钮
CDVAL#1190704,复选框
CDVAL#1190801,基本
CDVAL#1190810,页面全部动态生成
CDVAL#1190811,页面部分动态生成
CDVAL#119091,标准内容
CDVAL#119092,使用自定义信息
CDVAL#1191001,编号
CDVAL#1191002,属性值
CDVAL#1191003,常量值
CDVAL#1191005,随机值
CDVAL#1191006,输入值
CDVAL#1191011,处理年份
CDVAL#1191012,处理年月
CDVAL#1191013,处理年月日
CDVAL#1191014,处理时间戳
CDVAL#1191015,处理周中的天
CDVAL#1191016,处理月
CDVAL#1191017,处理日
CDVAL#1191018,会计基准日
CDVAL#1191019,关闭之前和之后的区别代码
CDVAL#1191101,普通审批
CDVAL#1191102,负责人审批
CDVAL#11913ABRVTN_NAME,缩写名
CDVAL#11913AT_NAME,属性名
CDVAL#11913AT_NAME_CONTENT,属性描述
CDVAL#11913BATCH_JOB_NAME,批处理作业名
CDVAL#11913CDVAL_NAME,代码值名
CDVAL#11913CD_NAME,代码名
CDVAL#11913CLASS_NAME,类名
CDVAL#11913CL_HRARCY_NAME,分类体系名
CDVAL#11913CL_NAME,分类名
CDVAL#11913CMPX_ABRVTN_NAME,复合词
CDVAL#11913DMN_NAME,域名
CDVAL#11913DOC_NAME,文档名
CDVAL#11913DTO_CLASS_CONTENT,DTO类描述
CDVAL#11913MENU_NAME,菜单名
CDVAL#11913MSG_TRNSFRM_NAME,报文转换名
CDVAL#11913PDCND_NAME,产品条件名
CDVAL#11913PDMDL_NAME,产品中分类名
CDVAL#11913PDTMPLT_NAME,产品模板名
CDVAL#11913PD_LSTCND_CDVAL_NAME,产品列表条件代码值名
CDVAL#11913PD_NAME,产品名
CDVAL#11913SCRNITM_NAME,页面项目名
CDVAL#11913SCRN_DESC,页面描述
CDVAL#11913SCRN_NAME,页面名
CDVAL#11913SRVC_NAME,服务名
CDVAL#11913SYS_INTRFC_NAME,接口名
CDVAL#11914N,否
CDVAL#11914Y,是
CDVAL#1191501,标准代码
CDVAL#1191502,扩展代码
CDVAL#1191503,外部代码
CDVAL#1191504,标准子集代码
CDVAL#1191505,机构子集代码
CDVAL#1192111,公共服务
CDVAL#1192112,参与者（部门及员工）
CDVAL#1192140,参与者（客户）
CDVAL#1192150,合同与结算
CDVAL#1192151,会计
CDVAL#1192161,资产
CDVAL#1192162,文档
CDVAL#1192180,产品
CDVAL#1192401,合约/客户
CDVAL#1192402,合约/合约
CDVAL#1192403,合约/员工
CDVAL#1192404,合约/部门
CDVAL#1192405,合约/客户关系人
CDVAL#1192406,合约/文件
CDVAL#1192407,合约/资产
CDVAL#1192408,合约/发行介质
CDVAL#1192409,
CDVAL#1192410,
CDVAL#1192411,
CDVAL#11929AC,AC
CDVAL#11929AR,AR
CDVAL#11929AS,资产
CDVAL#11929AT,AT
CDVAL#11929CL,氯
CDVAL#11929CM,公共
CDVAL#11929CU,CU
CDVAL#11929DP,DP
CDVAL#11929FX,外汇
CDVAL#11929IA,IA
CDVAL#11929LN,贷款
CDVAL#11929NP,NP
CDVAL#11929PD,产品
CDVAL#11929PP,PP
CDVAL#11929PY,付款
CDVAL#11929SC,SC
